


                         Node( 20)                      Node( 30)                      Node( 40)                      Node(

     time         hNew     theta     conc        hNew     theta     conc        hNew     theta     conc
     90.000    -25.000    .3700   .000E+00     25.000    .3390   .000E+00     75.000    .3390   .000E+00
     90.020    -25.048    .3700   .000E+00     24.982    .3390   .000E+00     74.982    .3390   .000E+00
     90.046    -25.075    .3699   .000E+00     24.895    .3390   .000E+00     74.852    .3390   .000E+00
     90.080    -25.176    .3698   .000E+00     24.798    .3390   .000E+00     74.756    .3390   .000E+00
     90.124    -25.309    .3696   .000E+00     24.671    .3390   .000E+00     74.629    .3390   .000E+00
     90.182    -25.489    .3694   .000E+00     24.497    .3390   .000E+00     74.455    .3390   .000E+00
     90.256    -25.719    .3691   .000E+00     24.271    .3390   .000E+00     74.229    .3390   .000E+00
     90.349    -26.007    .3687   .000E+00     23.989    .3390   .000E+00     73.947    .3390   .000E+00
     90.480    -26.413    .3681   .000E+00     23.587    .3390   .000E+00     73.545    .3390   .000E+00
     90.653    -26.953    .3674   .000E+00     23.052    .3390   .000E+00     73.011    .3390   .000E+00
     90.827    -27.492    .3667   .000E+00     22.518    .3390   .000E+00     72.477    .3390   .000E+00
     91.000    -28.024    .3660   .000E+00     21.992    .3390   .000E+00     71.952    .3390   .000E+00
     91.020    -28.094    .3659   .000E+00     21.925    .3390   .000E+00     71.886    .3390   .000E+00
     91.046    -28.178    .3658   .000E+00     21.844    .3390   .000E+00     71.805    .3390   .000E+00
     91.080    -28.283    .3656   .000E+00     21.739    .3390   .000E+00     71.700    .3390   .000E+00
     91.124    -28.411    .3655   .000E+00     21.606    .3390   .000E+00     71.567    .3390   .000E+00
     91.182    -28.571    .3653   .000E+00     21.438    .3390   .000E+00     71.399    .3390   .000E+00
     91.256    -28.763    .3650   .000E+00     21.237    .3390   .000E+00     71.198    .3390   .000E+00
     91.349    -28.991    .3647   .000E+00     21.002    .3390   .000E+00     70.964    .3390   .000E+00
     91.480    -29.300    .3643   .000E+00     20.686    .3390   .000E+00     70.648    .3390   .000E+00
     91.653    -29.703    .3637   .000E+00     20.279    .3390   .000E+00     70.241    .3390   .000E+00
     91.827    -30.099    .3632   .000E+00     19.882    .3390   .000E+00     69.845    .3390   .000E+00
     92.000    -30.486    .3627   .000E+00     19.503    .3390   .000E+00     69.466    .3390   .000E+00
     92.020    -30.520    .3627   .000E+00     19.456    .3390   .000E+00     69.420    .3390   .000E+00
     92.046    -30.560    .3627   .000E+00     19.409    .3390   .000E+00     69.372    .3390   .000E+00
     92.080    -30.574    .3626   .000E+00     19.395    .3390   .000E+00     69.358    .3390   .000E+00
     92.124    -30.635    .3625   .000E+00     19.332    .3390   .000E+00     69.295    .3390   .000E+00
     92.182    -30.742    .3624   .000E+00     19.228    .3390   .000E+00     69.192    .3390   .000E+00
     92.256    -30.886    .3622   .000E+00     19.092    .3390   .000E+00     69.055    .3390   .000E+00
     92.349    -31.074    .3619   .000E+00     18.914    .3390   .000E+00     68.877    .3390   .000E+00
     92.480    -31.343    .3616   .000E+00     18.655    .3390   .000E+00     68.618    .3390   .000E+00
     92.653    -31.706    .3611   .000E+00     18.302    .3390   .000E+00     68.266    .3390   .000E+00
     92.827    -32.069    .3606   .000E+00     17.948    .3390   .000E+00     67.912    .3390   .000E+00
     93.000    -32.433    .3602   .000E+00     17.590    .3390   .000E+00     67.555    .3390   .000E+00
     93.250    -33.232    .3591   .000E+00     16.878    .3390   .000E+00     66.843    .3390   .000E+00
     93.625    -34.455    .3575   .000E+00     15.713    .3390   .000E+00     65.679    .3390   .000E+00
     94.000    -35.691    .3559   .000E+00     14.517    .3390   .000E+00     64.483    .3390   .000E+00
     94.500    -37.875    .3532   .000E+00     12.507    .3390   .000E+00     62.475    .3390   .000E+00
     95.000    -40.011    .3505   .000E+00     10.479    .3390   .000E+00     60.449    .3390   .000E+00
     95.020    -40.063    .3504   .000E+00     10.402    .3390   .000E+00     60.373    .3390   .000E+00
     95.046    -40.134    .3503   .000E+00     10.308    .3390   .000E+00     60.279    .3390   .000E+00
     95.080    -40.226    .3502   .000E+00     10.191    .3390   .000E+00     60.162    .3390   .000E+00
     95.124    -40.342    .3501   .000E+00     10.047    .3390   .000E+00     60.018    .3390   .000E+00
     95.182    -40.489    .3499   .000E+00      9.871    .3390   .000E+00     59.842    .3390   .000E+00
     95.256    -40.662    .3497   .000E+00      9.667    .3390   .000E+00     59.638    .3390   .000E+00
     95.349    -40.865    .3494   .000E+00      9.429    .3390   .000E+00     59.400    .3390   .000E+00
     95.480    -41.132    .3491   .000E+00      9.125    .3390   .000E+00     59.097    .3390   .000E+00
     95.653    -41.473    .3487   .000E+00      8.756    .3390   .000E+00     58.728    .3390   .000E+00
     95.827    -41.803    .3483   .000E+00      8.410    .3390   .000E+00     58.383    .3390   .000E+00
     96.000    -42.123    .3479   .000E+00      8.083    .3390   .000E+00     58.056    .3390   .000E+00
     96.020    -42.125    .3479   .000E+00      8.046    .3390   .000E+00     58.018    .3390   .000E+00
     96.046    -42.129    .3479   .000E+00      8.006    .3390   .000E+00     57.978    .3390   .000E+00
     96.080    -42.128    .3479   .000E+00      7.960    .3390   .000E+00     57.933    .3390   .000E+00
     96.124    -42.111    .3479   .000E+00      7.912    .3390   .000E+00     57.885    .3390   .000E+00
     96.182    -42.059    .3480   .000E+00      7.870    .3390   .000E+00     57.843    .3390   .000E+00
     96.256    -41.956    .3481   .000E+00      7.853    .3390   .000E+00     57.826    .3390   .000E+00
     96.349    -41.792    .3483   .000E+00      7.882    .3390   .000E+00     57.855    .3390   .000E+00
     96.480    -41.527    .3486   .000E+00      8.003    .3390   .000E+00     57.976    .3390   .000E+00
     96.653    -41.138    .3491   .000E+00      8.263    .3390   .000E+00     58.236    .3390   .000E+00
     96.827    -40.731    .3496   .000E+00      8.592    .3390   .000E+00     58.565    .3390   .000E+00
     97.000    -40.311    .3501   .000E+00      8.970    .3390   .000E+00     58.943    .3390   .000E+00
     97.020    -40.290    .3501   .000E+00      9.003    .3390   .000E+00     58.975    .3390   .000E+00
     97.046    -40.247    .3502   .000E+00      9.058    .3390   .000E+00     59.030    .3390   .000E+00
     97.080    -40.178    .3503   .000E+00      9.130    .3390   .000E+00     59.102    .3390   .000E+00
     97.124    -40.073    .3504   .000E+00      9.224    .3390   .000E+00     59.196    .3390   .000E+00
     97.182    -39.908    .3506   .000E+00      9.358    .3390   .000E+00     59.330    .3390   .000E+00
     97.256    -39.674    .3509   .000E+00      9.547    .3390   .000E+00     59.518    .3390   .000E+00
     97.349    -39.356    .3513   .000E+00      9.813    .3390   .000E+00     59.785    .3390   .000E+00
     97.480    -38.882    .3519   .000E+00     10.248    .3390   .000E+00     60.220    .3390   .000E+00
     97.653    -38.232    .3527   .000E+00     10.872    .3390   .000E+00     60.843    .3390   .000E+00
     97.827    -37.573    .3536   .000E+00     11.526    .3390   .000E+00     61.496    .3390   .000E+00
     98.000    -36.901    .3544   .000E+00     12.207    .3390   .000E+00     62.177    .3390   .000E+00
     98.020    -36.824    .3545   .000E+00     12.272    .3390   .000E+00     62.241    .3390   .000E+00
     98.046    -36.716    .3547   .000E+00     12.380    .3390   .000E+00     62.349    .3390   .000E+00
     98.080    -36.589    .3548   .000E+00     12.524    .3390   .000E+00     62.493    .3390   .000E+00
     98.124    -36.453    .3550   .000E+00     12.702    .3390   .000E+00     62.671    .3390   .000E+00
     98.182    -36.309    .3552   .000E+00     12.914    .3390   .000E+00     62.883    .3390   .000E+00
     98.256    -36.164    .3554   .000E+00     13.146    .3390   .000E+00     63.116    .3390   .000E+00
     98.349    -36.017    .3555   .000E+00     13.385    .3390   .000E+00     63.354    .3390   .000E+00
     98.480    -35.846    .3558   .000E+00     13.649    .3390   .000E+00     63.618    .3390   .000E+00
     98.653    -35.652    .3560   .000E+00     13.917    .3390   .000E+00     63.885    .3390   .000E+00
     98.827    -35.476    .3562   .000E+00     14.136    .3390   .000E+00     64.104    .3390   .000E+00
     99.000    -35.309    .3564   .000E+00     14.329    .3390   .000E+00     64.297    .3390   .000E+00
     99.020    -35.289    .3565   .000E+00     14.350    .3390   .000E+00     64.318    .3390   .000E+00
     99.046    -35.262    .3565   .000E+00     14.379    .3390   .000E+00     64.347    .3390   .000E+00
     99.080    -35.222    .3565   .000E+00     14.417    .3390   .000E+00     64.385    .3390   .000E+00
     99.124    -35.161    .3566   .000E+00     14.468    .3390   .000E+00     64.436    .3390   .000E+00
     99.182    -35.067    .3567   .000E+00     14.544    .3390   .000E+00     64.512    .3390   .000E+00
     99.256    -34.934    .3569   .000E+00     14.654    .3390   .000E+00     64.622    .3390   .000E+00
     99.349    -34.755    .3572   .000E+00     14.810    .3390   .000E+00     64.777    .3390   .000E+00
     99.480    -34.488    .3575   .000E+00     15.056    .3390   .000E+00     65.024    .3390   .000E+00
     99.653    -34.121    .3580   .000E+00     15.412    .3390   .000E+00     65.379    .3390   .000E+00
     99.827    -33.748    .3585   .000E+00     15.780    .3390   .000E+00     65.747    .3390   .000E+00
    100.000    -33.370    .3589   .000E+00     16.160    .3390   .000E+00     66.127    .3390   .000E+00
    100.020    -33.331    .3590   .000E+00     16.198    .3390   .000E+00     66.165    .3390   .000E+00
    100.046    -33.272    .3591   .000E+00     16.258    .3390   .000E+00     66.224    .3390   .000E+00
    100.080    -33.193    .3592   .000E+00     16.336    .3390   .000E+00     66.302    .3390   .000E+00
    100.124    -33.089    .3593   .000E+00     16.438    .3390   .000E+00     66.404    .3390   .000E+00
    100.182    -32.945    .3595   .000E+00     16.577    .3390   .000E+00     66.543    .3390   .000E+00
    100.256    -32.758    .3598   .000E+00     16.760    .3390   .000E+00     66.726    .3390   .000E+00
    100.349    -32.516    .3601   .000E+00     17.001    .3390   .000E+00     66.967    .3390   .000E+00
    100.480    -32.175    .3605   .000E+00     17.344    .3390   .000E+00     67.309    .3390   .000E+00
    100.653    -31.715    .3611   .000E+00     17.811    .3390   .000E+00     67.776    .3390   .000E+00
    100.827    -31.252    .3617   .000E+00     18.283    .3390   .000E+00     68.248    .3390   .000E+00
    101.000    -30.782    .3623   .000E+00     18.767    .3390   .000E+00     68.731    .3390   .000E+00
    101.020    -30.734    .3624   .000E+00     18.813    .3390   .000E+00     68.777    .3390   .000E+00
    101.046    -30.656    .3625   .000E+00     18.890    .3390   .000E+00     68.854    .3390   .000E+00
    101.080    -30.541    .3626   .000E+00     18.995    .3390   .000E+00     68.959    .3390   .000E+00
    101.124    -30.375    .3629   .000E+00     19.141    .3390   .000E+00     69.105    .3390   .000E+00
    101.182    -30.125    .3632   .000E+00     19.362    .3390   .000E+00     69.326    .3390   .000E+00
    101.256    -29.777    .3636   .000E+00     19.682    .3390   .000E+00     69.645    .3390   .000E+00
    101.349    -29.307    .3643   .000E+00     20.137    .3390   .000E+00     70.100    .3390   .000E+00
    101.480    -28.613    .3652   .000E+00     20.830    .3390   .000E+00     70.793    .3390   .000E+00
    101.653    -27.659    .3664   .000E+00     21.796    .3390   .000E+00     71.758    .3390   .000E+00
    101.827    -26.695    .3677   .000E+00     22.781    .3390   .000E+00     72.742    .3390   .000E+00
    102.000    -25.719    .3690   .000E+00     23.786    .3390   .000E+00     73.746    .3390   .000E+00
    102.020    -25.647    .3691   .000E+00     23.866    .3390   .000E+00     73.825    .3390   .000E+00
    102.046    -25.536    .3693   .000E+00     24.007    .3390   .000E+00     73.965    .3390   .000E+00
    102.080    -25.430    .3694   .000E+00     24.162    .3390   .000E+00     74.120    .3390   .000E+00
    102.124    -25.357    .3695   .000E+00     24.307    .3390   .000E+00     74.265    .3390   .000E+00
    102.182    -25.341    .3696   .000E+00     24.408    .3390   .000E+00     74.366    .3390   .000E+00
    102.256    -25.407    .3695   .000E+00     24.420    .3390   .000E+00     74.378    .3390   .000E+00
    102.349    -25.568    .3693   .000E+00     24.322    .3390   .000E+00     74.280    .3390   .000E+00
    102.480    -25.872    .3688   .000E+00     24.066    .3390   .000E+00     74.024    .3390   .000E+00
    102.653    -26.338    .3682   .000E+00     23.630    .3390   .000E+00     73.589    .3390   .000E+00
    102.827    -26.830    .3676   .000E+00     23.155    .3390   .000E+00     73.114    .3390   .000E+00
    103.000    -27.332    .3669   .000E+00     22.663    .3390   .000E+00     72.622    .3390   .000E+00
    103.250    -28.115    .3659   .000E+00     21.900    .3390   .000E+00     71.860    .3390   .000E+00
    103.625    -29.307    .3643   .000E+00     20.724    .3390   .000E+00     70.684    .3390   .000E+00
    104.000    -30.498    .3627   .000E+00     19.549    .3390   .000E+00     69.511    .3390   .000E+00
    104.500    -32.393    .3602   .000E+00     17.746    .3390   .000E+00     67.709    .3390   .000E+00
    105.000    -34.215    .3579   .000E+00     15.986    .3390   .000E+00     65.951    .3390   .000E+00
    105.500    -35.933    .3557   .000E+00     14.307    .3390   .000E+00     64.273    .3390   .000E+00
    106.000    -37.630    .3535   .000E+00     12.656    .3390   .000E+00     62.624    .3390   .000E+00
    106.500    -39.448    .3512   .000E+00     10.917    .3390   .000E+00     60.887    .3390   .000E+00
    107.000    -41.217    .3490   .000E+00      9.223    .3390   .000E+00     59.193    .3390   .000E+00
    107.500    -42.935    .3469   .000E+00      7.597    .3390   .000E+00     57.569    .3390   .000E+00
    108.000    -44.606    .3449   .000E+00      6.012    .3390   .000E+00     55.986    .3390   .000E+00
    108.500    -46.311    .3428   .000E+00      4.417    .3390   .000E+00     54.391    .3390   .000E+00
    109.000    -47.999    .3409   .000E+00      2.826    .3390   .000E+00     52.801    .3390   .000E+00
    109.500    -49.263    .3394   .000E+00      1.479    .3390   .000E+00     51.456    .3390   .000E+00
    110.000    -50.547    .3380   .000E+00       .193    .3390   .000E+00     50.170    .3390   .000E+00
    110.500    -51.604    .3367   .000E+00      -.914    .3389   .000E+00     49.063    .3390   .000E+00
    111.000    -52.658    .3355   .000E+00     -1.954    .3386   .000E+00     48.024    .3390   .000E+00
    111.500    -53.957    .3341   .000E+00     -3.080    .3382   .000E+00     46.899    .3390   .000E+00
    112.000    -55.214    .3327   .000E+00     -4.220    .3376   .000E+00     45.759    .3390   .000E+00
    112.020    -55.249    .3327   .000E+00     -4.297    .3376   .000E+00     45.683    .3390   .000E+00
    112.046    -55.297    .3326   .000E+00     -4.350    .3376   .000E+00     45.630    .3390   .000E+00
    112.080    -55.360    .3326   .000E+00     -4.420    .3376   .000E+00     45.560    .3390   .000E+00
    112.124    -55.442    .3325   .000E+00     -4.510    .3375   .000E+00     45.470    .3390   .000E+00
    112.182    -55.552    .3324   .000E+00     -4.629    .3374   .000E+00     45.351    .3390   .000E+00
    112.256    -55.691    .3322   .000E+00     -4.778    .3374   .000E+00     45.202    .3390   .000E+00
    112.349    -55.864    .3320   .000E+00     -4.961    .3373   .000E+00     45.019    .3390   .000E+00
    112.480    -56.106    .3318   .000E+00     -5.210    .3371   .000E+00     44.770    .3390   .000E+00
    112.653    -56.427    .3314   .000E+00     -5.534    .3369   .000E+00     44.446    .3390   .000E+00
    112.827    -56.746    .3311   .000E+00     -5.856    .3367   .000E+00     44.124    .3390   .000E+00
    113.000    -57.064    .3307   .000E+00     -6.172    .3365   .000E+00     43.808    .3390   .000E+00
    113.250    -57.788    .3299   .000E+00     -6.694    .3362   .000E+00     43.286    .3390   .000E+00
    113.625    -58.800    .3289   .000E+00     -7.540    .3356   .000E+00     42.441    .3390   .000E+00
    114.000    -59.795    .3278   .000E+00     -8.414    .3350   .000E+00     41.567    .3390   .000E+00
    114.500    -61.228    .3262   .000E+00     -9.652    .3340   .000E+00     40.330    .3390   .000E+00
    115.000    -62.655    .3248   .000E+00    -10.900    .3330   .000E+00     39.082    .3390   .000E+00
    115.020    -62.698    .3248   .000E+00    -10.948    .3330   .000E+00     39.034    .3390   .000E+00
    115.046    -62.713    .3247   .000E+00    -10.959    .3330   .000E+00     39.024    .3390   .000E+00
    115.080    -62.776    .3247   .000E+00    -11.027    .3329   .000E+00     38.956    .3390   .000E+00
    115.124    -62.876    .3246   .000E+00    -11.129    .3328   .000E+00     38.855    .3390   .000E+00
    115.182    -63.009    .3244   .000E+00    -11.264    .3327   .000E+00     38.719    .3390   .000E+00
    115.256    -63.176    .3243   .000E+00    -11.435    .3325   .000E+00     38.549    .3390   .000E+00
    115.349    -63.382    .3241   .000E+00    -11.643    .3324   .000E+00     38.340    .3390   .000E+00
    115.480    -63.666    .3238   .000E+00    -11.932    .3321   .000E+00     38.052    .3390   .000E+00
    115.653    -64.041    .3234   .000E+00    -12.310    .3317   .000E+00     37.674    .3390   .000E+00
    115.827    -64.415    .3230   .000E+00    -12.683    .3314   .000E+00     37.301    .3390   .000E+00
    116.000    -64.788    .3227   .000E+00    -13.050    .3311   .000E+00     36.935    .3390   .000E+00
    116.250    -65.228    .3222   .000E+00    -13.544    .3306   .000E+00     36.441    .3390   .000E+00
    116.625    -65.950    .3215   .000E+00    -14.263    .3299   .000E+00     35.722    .3390   .000E+00
    117.000    -66.690    .3208   .000E+00    -14.973    .3292   .000E+00     35.012    .3390   .000E+00
    117.020    -66.707    .3207   .000E+00    -15.020    .3292   .000E+00     34.966    .3390   .000E+00
    117.046    -66.725    .3207   .000E+00    -15.020    .3292   .000E+00     34.966    .3390   .000E+00
    117.080    -66.755    .3207   .000E+00    -15.080    .3291   .000E+00     34.906    .3390   .000E+00
    117.124    -66.819    .3206   .000E+00    -15.158    .3291   .000E+00     34.828    .3390   .000E+00
    117.182    -66.903    .3205   .000E+00    -15.260    .3289   .000E+00     34.726    .3390   .000E+00
    117.256    -67.009    .3204   .000E+00    -15.389    .3288   .000E+00     34.598    .3390   .000E+00
