 Example 4 - Infiltration Test

 Program SWMS_2D
 Time independent boundary conditions
 Axisymmetric flow, V = L*L*L
 Units: L = cm   , T = min  , M = -
 All fluxes (v) are positive out of the region

     Time       rAtm       rRoot      vAtm       vRoot      vKode3     vKode1     vSeep      vKode5     vKode6 ...
      [T]      [L/T]       [L/T]     [L/T]       [L/T]       [V/T]      [V/T]     [V/T]       [V/T]      [V/T]

   4140.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   4170.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   4200.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   4230.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   4260.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   4290.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   4320.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   4350.4250   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   4380.8520   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   4411.2820   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   4441.7140   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   4472.1480   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   4502.5840   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   4533.0230   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   4563.4650   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   4593.9090   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   4624.3550   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
